toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
1096.01,375225453,FP,08h55m18.4s,133.826684,-73d10m23.91s,-73.173308,-21.883,19.084,2459307.936,0.9209526,1.8602735,360.8801529,5.7349089,32740.36294,3430.762244,10.11,490.288,6553,3.65,2.8908899,2019-08-12 16:22,2021-10-29 12:59
1097.01,360630575,CP,12h39m06.21s,189.775859,-74d34m26.47s,-74.57402,-50.359,-6.874,2459376.411,9.188506,2.492,460,2.16591,63.4589,786,8.7215,79.5561,5876,4.48,0.98,2019-08-12 16:22,2024-09-10 10:08
1097.02,360630575,CP,12h39m06.21s,189.775859,-74d34m26.47s,-74.57402,-50.359,-6.874,2459344.462,13.9028391,2.1264429,647.2701039,2.6136848,77.4841883,756.6987586,8.7215,79.5561,5876,4.48,0.983215,2022-03-24 22:19,2023-03-03 12:03
1098.01,383390264,CP,12h50m21.43s,192.589285,-88d07m16s,-88.121111,-18.776,-18.086,2458629.909,10.1826983,2.8275109,667.4752458,3.0538057,198.394783,957.1991659,8.7581,105.096,6153,4.34814,1.14582,2019-08-16 20:20,2024-02-13 10:08
1099.01,290348383,CP,21h54m52.36s,328.718171,-77d20m19.69s,-77.338802,224.864,-186.625,2460140.221,6.441006,1.812,914,2.56374,87.8902,853,7.3661,23.606,4867,4.438,0.8,2019-08-16 20:20,2023-12-03 12:03
110.01,281459670,KP,00h22m28.45s,5.618525,-59d56m33.32s,-59.942589,-22.309,-4.893,2458328.04,3.1743504,2.751086,15457.32476,14.9172256,718.9096994,1320.651823,11.6714,342.14,5943,4.42524,1.15706,2018-11-14 15:06,2024-09-09 10:08
1100.01,318608749,FP,00h36m30.27s,9.126138,-83d34m01.44s,-83.567067,-0.23,1.169,2459044.495,20.0731588,3.8449215,1152.964546,4.0506906,69.3993155,736.1368293,10.5135,205.43,6033,4.37,1.14849,2019-08-15 15:39,2024-10-18 10:08
1101.01,271581073,FP,21h18m12.35s,319.551469,-77d31m44.81s,-77.529113,16.363,-5.515,2459058.793,2.66903,1.548,3110,9.36823,429.86,1268,10.5891,262.794,5803.5,4.07,1.56,2019-08-15 15:39,2024-09-07 10:08
1102.01,311890977,FP,17h32m00.77s,263.003209,-76d51m29.75s,-76.858265,-33.273,-100.013,2458627.804,6.63371,2.122,1555.34,2.75375,22.9987,610,10.5652,58.0624,4138.1,4.54,0.63,2019-08-15 15:39,2024-09-07 10:08
1103.01,351603103,PC,20h40m20.82s,310.086743,-63d47m23.87s,-63.789963,17.057,-25.094,2459037.656,2.94308,4.073,4490,45.3525,2533.34,1976,10.5598,320.212,4437,,3.13,2019-08-15 15:39,2022-07-11 16:02
1104.01,451599528,FP,18h38m53.11s,279.721286,-85d42m32.89s,-85.709137,147.495,-42.057,2458702.256,341.2791676,7.0132492,8583.558465,21.4801659,2.3578555,316.045088,7.5622,70.0154,6058.6,4.2,1.39203,2019-08-15 15:39,2025-12-11 16:00
1105.01,274151135,PC,09h44m12.95s,146.053969,-89d28m17.45s,-89.471513,-18.368,8.978,2460086.979,10.8680523,2.375,1553,2.90726,20.7383,594,10.2809,79.5225,4664,4.55,0.76,2019-08-15 15:39,2025-03-06 12:05
1106.01,384513078,PC,16h52m26.41s,253.110033,-79d08m06.66s,-79.135182,10.476,-8.299,2458630.719,11.1149,2.26,900,14.7645,21.9713,603,10.0717,523.425,5042,,4.94,2019-08-15 15:39,2022-08-21 12:02
1107.01,394561119,CP,10h22m25.89s,155.607863,-82d13m07.93s,-82.218869,9.065,2.896,2459336.074,4.0782392,4.8475616,6046.695969,13.898174,1619.008123,1617.82673,10.0068,281.314,6501,4.08,1.74836,2019-08-15 15:39,2024-02-15 10:08
1108.01,295599256,FP,18h16m53.19s,274.221618,-68d11m52s,-68.197779,6.355,-13.85,2458655.549,7.14386,1.467,11146.4,22.1531,,,9.941,417.08,7860,4.15,1.91,2019-08-15 15:39,2021-10-29 12:59
1109.01,50309953,FP,02h00m47.64s,30.198486,-77d36m37.35s,-77.610376,58.003,-33.25,2459083.352,7.04083,2.979,1580,8.46404,852.336,1505,9.7906,102.238,5317,4.49,0.91,2019-08-15 15:39,2024-09-07 10:08
111.01,355703913,KP,00h03m05.88s,0.774487,-62d28m09.54s,-62.469317,2.894,4.911,2458326.105,2.1061569,1.4688934,12142.22385,13.086872,691.8428073,1308.041753,13.183,508.842,5380,4.4337,0.940697,2018-10-22 18:35,2024-03-14 16:54
1110.01,446549905,FP,19h07m10.04s,286.791829,-58d41m50.07s,-58.697242,3.879,-6.843,2460146.99,2.4545635,2.321,4248,11.1276,2162.73,1899,9.6789,243.838,6610,4.15,1.64,2019-08-15 15:39,2023-08-28 10:08
1111.01,412014494,FP,19h25m29.71s,291.373783,-60d56m27.75s,-60.941042,15.517,-8.387,2460131.89,11.4756978,0.808,8341,14.1098,11.4585,512,9.3871,312.461,7262,4,2.13,2019-08-15 15:39,2023-09-14 16:02
1112.01,369864738,FP,10h54m30.94s,163.628917,-87d16m11.05s,-87.269735,-5.215,-8.358,2458626.542,2.78186,2.456,490,4.92567,1323.21,1680,9.5162,292.085,6819,3.92,2.21,2019-08-15 15:39,2021-10-29 12:59
1113.01,290348382,FP,21h54m50.6s,328.710839,-77d20m14.76s,-77.337433,247.896,-157.626,2460140.221,6.4410082,1.798,7076,4.59203,8.2114,471,9.66865,23.8853,3469,4.71,0.53,2019-08-15 15:39,2023-08-30 10:08
1114.01,409934330,APC,20h08m35.45s,302.147728,-71d33m08.79s,-71.552443,4.3,12.5,2460148.616,2.4887726,2.632,4852,,773.3029498,1344.953181,8.1129,174.475,8048,4.438,,2019-08-16 20:20,2023-09-14 16:02
1115.01,379286801,APC,18h53m12.44s,283.301843,-54d54m38.9s,-54.910806,-3.758,-12.916,2458658.327,4.45199,2.109,8483.38,15.8858,1013.74,1571,10.526,359.215,6708.3,4.2,1.57,2019-08-15 15:39,2021-10-29 12:59
1116.01,304100538,PC,01h50m47.99s,27.699972,-75d50m55.59s,-75.848774,10.497,-3.836,2458325.662,5.0100708,2.0644756,409.4812214,2.3107394,210.6631712,971.6657708,9.5268,94.4178,5551,4.46214,0.906282,2019-08-26 19:21,2024-09-19 10:08
1117.01,295541511,PC,18h14m24.49s,273.602061,-66d25m11.91s,-66.419974,-15.32,-38.643,2459386.964,2.2281625,2.015,630,2.56778,702.927,1434,10.4055,167.598,5731,4.43,1.02,2019-08-15 15:39,2023-01-24 16:02
1118.01,90919952,FP,18h29m43.9s,277.432937,-44d37m31.82s,-44.625506,-0.54,-5.003,2458660.163,4.13812,3.911,5560,,613.964,1386,10.5084,,4898.4,,,2019-08-22 14:42,2021-10-29 12:59
1119.01,261369656,APC,19h30m25.16s,292.604815,-46d16m41.07s,-46.278074,19.136,-29.092,2458666.522,10.95663,3.588,3830,23.9726,619.065,1389,10.5024,421.518,6456,3.92,2.07,2019-08-22 14:42,2021-10-29 12:59
112.01,388104525,KP,03h43m44.07s,55.933639,-65d11m37.61s,-65.19378,21.126,16.543,2460069.774,2.4997996,2.865171,14621.20596,13.8516093,907.8624196,1399.989438,11.6035,302.448,5650,4.28867,1.13732,2019-05-07 17:42,2023-08-10 16:02
1120.01,143257766,FP,19h33m33.43s,293.389272,-45d53m33.6s,-45.892667,11.184,3.978,2458656.451,1.66226,3.321,6030,13.3343,7149.89,2561,10.4063,386.323,7301,4.23,1.64,2019-08-22 14:42,2022-07-14 16:02
1121.01,24094603,FP,17h58m35.67s,269.648642,-46d03m55.88s,-46.065523,2.307,-2.24,2458658.611,4.07611,2.062,1454.18,,,,11.0605,338.644,,,,2019-08-22 14:42,2024-09-18 10:08
1122.01,304774444,FP,18h45m28.68s,281.369481,-52d15m46.54s,-52.262928,4.1,-24.9,2460115.853,3.6245513,3.042,1299,4.3503,919.571,,10.2934,249.826,6317,,1.38,2019-08-22 14:42,2023-08-02 16:02
1123.01,469782185,APC,19h29m33.96s,292.391505,-37d18m14.43s,-37.304009,-20.519,1.569,2458658.041,1.20928,1.886,11883.8,15.1764,,,10.2398,161.932,5159.8,4.23,1.27,2019-08-22 14:42,2021-10-29 12:59
1124.01,128790976,APC,20h00m51.1s,300.212928,-43d58m57.1s,-43.982529,57.283,-119.195,2460149.392,3.5187707,2.408,5634,14.0061,2000.01,1863,7.2235,75.7145,6690,4.24,1.49,2019-08-22 14:42,2023-09-14 10:08
1125.01,80166433,PC,19h53m09.05s,298.287708,-46d22m11.97s,-46.369991,11.24,6.895,2459036.495,0.7724825,1.3744974,211.3168519,4.1624907,60276.50005,3996.287792,8.0465,237.593,8271,3.95,2.5027299,2019-08-22 14:42,2024-04-25 10:08
1126.01,405862830,FP,18h36m14.99s,279.062469,-43d37m14.18s,-43.620606,6.138,10.755,2460122.432,1.6268695,3.231,1502,2.36498,1946.23,1850,10.3579,97.8115,5034,4.64,0.73,2019-08-22 14:42,2023-08-02 16:02
1127.01,269450900,FP,19h28m46.87s,292.195297,-36d00m00.94s,-36.00026,1.909,-0.117,2458657.631,2.32439,4.453,2704.18,,68217.5,4502,7.3163,177.741,8268.5,3.93,,2019-08-22 14:42,2024-09-07 10:08
1128.01,425721385,FP,19h19m02.83s,289.761799,-43d04m27.2s,-43.074223,17.105,-55.58,2458663.152,13.5499,1.795,1180,6.24633,31.6652,660,9.7298,222.529,6209,4.09,1.63,2019-08-22 14:42,2021-10-29 12:59
1129.01,91576611,FP,18h56m37.91s,284.157959,-29d23m54.09s,-29.398357,17.883,-14.764,2458659.069,4.43651,3.365,1520,19.9664,8233.41,2653,8.7823,247.414,7101.9,3.91,2.32,2019-08-22 14:42,2021-10-29 12:59
113.01,97409519,KP,22h10m51.44s,332.714337,-30d44m58.99s,-30.749719,-0.71,-14.516,2458327.053,3.372877,2.63426,17163.60419,14.201803,615.165921,1270.187448,12.1893,448.637,6050,4.45061,1.02,2018-09-05 18:49,2021-10-29 12:59
1130.01,254113311,CP,19h05m30.24s,286.376004,-41d26m15.5s,-41.43764,12.538,-27.18,2460144.137,8.34998,1.836,16680,11.1424,19.9348,588,10.1429,58.2609,4236,4.52,0.74,2019-08-22 14:42,2025-07-22 12:04
1130.02,254113311,CP,19h05m30.24s,286.376004,-41d26m15.5s,-41.43764,12.538,-27.18,2460126.924,4.0686405,1.8373729,2650.095001,3.7548333,84.108766,772.378302,10.1429,58.2609,4236,4.52,0.741921,2019-09-03 17:42,2025-07-22 12:04
1131.01,198213332,PC,16h33m44.05s,248.433545,+61d43m06s,61.718334,-4.999,6.335,2458711.595,0.5860366,0.8098934,410.5241553,4.906408,26813.10571,3263.672181,9.2872,222.74,5579,3.67,2.39803,2019-08-27 16:09,2024-11-14 10:08
1132.01,267489265,FP,19h55m07.51s,298.781281,+54d46m53.2s,54.781445,-7.484,-20.775,2460351.8,1.5502952,2.938,411,3.34528,10796.6,2839,9.2293,286.668,7851,4.17,1.86,2019-08-27 16:09,2024-03-04 10:08
1133.01,69997672,FP,19h39m17.78s,294.824079,+31d57m28.93s,31.958037,-5.049,-28.421,2458684.235,1.80709,3.297,450,4.86242,7233.01,2569,9.11458,233.369,6244,3.84,2.2,2019-09-03 15:31,2021-10-29 12:59
1134.01,122220263,FP,19h20m05.03s,290.02096,+36d38m15.99s,36.637774,21.767,15.98,2460333.438,18.6922101,7.765,11126,18.1458,282.175,1141,9.03609,170.732,6277,4.09,1.65,2019-09-03 15:31,2024-03-08 10:08
1135.01,154872375,CP,12h53m35.13s,193.39637,+85d07m46.18s,85.129495,16.883,5.076,2460658.974,8.0277326,4.284,5705,9.06883,248.619,1106,9.02855,114.048,5962.7,4.38,1.15,2019-08-27 16:09,2025-07-18 16:00
1136.01,142276270,CP,12h48m44.38s,192.184898,+64d51m18.99s,64.855276,0.937,-10.171,2459612.448,12.5187279,5.38,2320,5.58857,626.362,1393,8.9361,84.5362,5729,4.47,0.98,2019-08-27 12:09,2024-05-16 10:08
1136.02,142276270,CP,12h48m44.38s,192.184898,+64d51m18.99s,64.855276,0.937,-10.171,2460366.027,6.2586065,3.201,813,2.51593,232.392,1087,8.9361,84.5362,5729,4.47,0.98,2019-10-17 0:30,2024-05-08 10:08
1136.03,142276270,CP,12h48m44.38s,192.184898,+64d51m18.99s,64.855276,0.937,-10.171,2459594.183,26.3208756,4.414,800,2.71349,26.4328,631,8.9361,84.5362,5729,4.47,0.98,2019-11-15 23:57,2024-05-16 10:08
1136.04,142276270,CP,12h48m44.38s,192.184898,+64d51m18.99s,64.855276,0.937,-10.171,2458697.756,18.795547,4.3425576,470.6731965,2.1597669,48.477077,672.9826313,8.9361,84.5362,5729,4.47,0.977727,2020-07-16 4:56,2024-09-17 10:08
1137.01,89389197,PC,20h04m42.64s,301.17768,+30d24m35.82s,30.409951,0.167,11.867,2459770.241,1.3206356,1.6000996,1052.4256,34.7561624,3652.258249,1982.71421,9.00558,419.435,4919.6,,6.3070302,2019-09-03 15:31,2025-09-23 12:05
1138.01,110428269,FP,19h25m51.14s,291.463084,+25d11m21.97s,25.189437,1.467,-4.587,2458684.205,0.64971,2.076,620,6.23181,83182,4731,8.90601,395.12,9994,4.02,2.59,2019-09-03 15:31,2021-10-29 12:59
1139.01,202563254,PC,20h16m08.24s,304.034336,+31d55m32.47s,31.925687,18.077,6.707,2460549.446,4.4780798,4.513,1054,11.3678,31621.7,3715,8.86193,238.726,7947,4.2,1.83,2019-09-03 15:31,2024-11-06 10:08
114.01,25155310,KP,04h13m29.93s,63.374706,-69d13m35.73s,-69.226593,63.134,53.433,2458327.52,3.2887898,3.4367717,7005.72479,10.5135877,759.3373533,1338.839265,10.6103,216.526,5800,4.28004,1.24175,2019-05-07 17:42,2024-09-09 10:08
1140.01,320525204,FP,17h39m50.77s,264.961539,+56d04m44.31s,56.078974,-4.979,13.371,2460637.862,13.7431084,2.285,5688,12.05,84.3234,844,8.88797,121.182,5941.5,,1.34,2019-08-27 16:09,2025-07-23 10:08
1141.01,159510109,FP,16h30m08.33s,247.534722,+80d18m27.96s,80.307766,-18.335,66.536,2460289.874,16.9487087,4.2887767,156467.548,45.2204505,78.263287,758.5937679,8.8523,97.3391,5894.7,4.37,1.1179,2019-08-27 16:09,2024-05-17 10:08
1142.01,284450803,FP,19h22m50.15s,290.708965,+56d36m55.39s,56.615386,6.716,-14.218,2460335.938,3.3686634,3.012,3288,42.2321,9856.24,2775,8.64028,299.294,7518,3.82,2.68,2019-08-27 16:09,2024-03-04 10:08
1143.01,160268701,FP,12h10m09.28s,182.538652,+77d21m08.15s,77.352264,-36.299,4.191,2460352.734,11.2071839,4.366,3276,17.4989,813.063,1487,8.63287,191.984,6152,3.84,2.24,2019-08-27 16:09,2024-03-04 10:08
1144.01,28230919,KP,19h50m50.44s,297.710176,+48d04m54.71s,48.081864,125.984,232.988,2460554.347,4.8878037,2.184,4279,5.29152,71.6805,810,8.5077,37.7647,4757.3,4.56,0.76,2019-08-27 16:09,2024-11-14 10:08
1145.01,350995812,FP,19h27m41.14s,291.92142,+36d31m47.63s,36.529898,6.892,6.137,2458685.816,2.97164,1.534,7350,,3089.18,2076,8.5011,438.395,8562.5,,,2019-09-03 15:31,2022-02-16 12:02
1146.01,21755546,FP,19h29m08.83s,292.286802,+30d17m50.38s,30.297329,2.072,-1.714,2459420.415,0.660179,1.6349369,473.0939303,6.1672487,252487.7639,5717.153248,8.40386,411.307,8598.7,4.1,2.62432,2019-09-03 15:31,2022-02-16 10:10
1147.01,288391628,FP,17h47m50.93s,266.962207,+83d25m43.77s,83.428826,0.631,34.935,2460331.316,10.9278415,2.468,2743,49.1695,270.142,1129,8.36544,218.258,6259,3.59,2.92,2019-08-27 16:09,2024-03-04 10:08
1148.01,349827430,KP,10h47m38.17s,161.909027,+71d39m20.62s,71.655727,-56.184,-34.808,2460361.367,5.5514888,4.335,9493,15.8043,802.858,1482,7.9179,96.5173,6403.9,4.16,1.55,2019-08-27 16:09,2024-05-17 10:08
1149.01,117789567,APC,20h03m05.76s,300.774016,+26d53m31.29s,26.892025,3.538,1.463,2459770.331,2.3202418,2.3817612,5082.941706,,22262.05136,3115.380123,7.9172,632.553,8737.5,,,2019-09-03 15:31,2022-10-17 12:03
115.01,281541555,KP,00h26m48.63s,6.70264,-56d18m57.97s,-56.316102,21.46,7.316,2458329.903,4.7423709,2.4988145,12650.81104,10.5505922,209.7699043,970.6340996,13.0417,453.808,5377,4.42476,0.877585,2018-10-22 18:35,2024-09-09 10:08
1150.01,16740101,KP,20h31m26.38s,307.8599,+39d56m20.1s,39.938916,16.728,21.478,2458683.458,1.4810903,4.1588291,6788.514539,20.3402421,33326.73049,3446.021057,7.58204,204.455,9435,4.11,2.28773,2019-09-03 15:31,2024-05-17 10:08
1151.01,69679391,KP,19h38m38.74s,294.661413,+31d13m09.12s,31.2192,3.096,-6.157,2460337.986,3.4741012,3.317,15748,21.2912,3453.07,2084.333087,7.55216,136.426,8894.8,4.38,1.62,2019-09-03 15:31,2024-04-02 10:08
1152.01,237184773,FA,18h53m57.53s,283.489697,+37d22m50.97s,37.380825,-15.686,43.795,2459392.715,6.5011911,5.5463587,4501.345406,,214.9638584,976.5873888,8.0348,105.334,5485,,,2019-09-03 15:31,2022-08-15 16:02
1153.01,154840461,APC,12h10m45.97s,182.691562,+85d42m18.27s,85.705076,-14.194,-2.275,2460472.256,6.0360758,1.255,987,9.86763,464.097,1293,8.40534,147.134,6528.3,4.21,1.69,2019-08-27 16:09,2024-08-29 10:08
1154.01,459970307,PC,16h59m41.77s,254.924043,+64d41m57.17s,64.699214,-6.159,24.32,2460339.329,21.745537,4.196,659,2.10208,28.2504,642,9.3188,93.8819,5704,4.51,0.93,2019-08-27 16:09,2024-05-16 10:08
1155.01,161450762,FP,20h37m06.2s,309.275852,+32d28m15.67s,32.471019,,,2458683.926,1.32003,3.175,552.468,,,,9.711,,,,,2019-09-03 15:31,2021-10-29 12:59
1156.01,117256577,FP,20h01m40.63s,300.419309,+26d58m17.98s,26.971662,-1.163,-2.205,2459443.85,1.6865822,2.429,1770,,,,9.7032,6079.49,,,,2019-09-03 15:31,2022-02-16 12:02
1157.01,147576037,FP,09h37m21.93s,144.341393,+68d27m31.34s,68.458705,-13.626,10.98,2459603.766,13.0727479,3.044,4080,35.7944,221.343,1074,9.6043,432.113,5709.8,3.37,3.59,2019-08-27 16:09,2022-08-18 12:02
1158.01,379931600,FP,19h33m42.57s,293.427359,+29d35m46.67s,29.596296,5.169,-0.368,2459446.176,2.9258727,4.075,6720,24.4055,3028.51,2066,9.5967,,4884.5,,1.3,2019-09-03 15:31,2024-09-12 10:08
1159.01,48188920,FP,18h49m40.99s,282.42081,+48d05m56.19s,48.098942,4.164,-0.766,2458683.947,0.73774,0.636,524.852,5.28215,,,9.5937,292.83,6449.5,3.94,2.1,2019-08-27 16:09,2021-10-29 12:59
116.01,238176110,KP,23h51m23.14s,357.846434,-70d09m10.3s,-70.152862,96.185,-1.747,2458326.689,2.7985802,2.3801043,16708.7152,11.9514993,332.556249,1089.145817,11.0443,149.942,4920,4.49371,0.906655,2018-09-05 18:49,2024-09-09 10:08
1160.01,89510024,FP,20h05m16.25s,301.317709,+30d40m14.41s,30.67067,-3.195,-6.194,2459446.147,2.3664127,2.591,300,,,,9.577,2320.13,,,,2019-09-03 15:31,2022-10-05 16:02
1161.01,158324245,KP,19h07m53.13s,286.971388,+46d52m05.69s,46.868246,-4.401,-15.78,2460556.484,1.7635881,3.092,6650,,7685.79,2608,10.2306,519.096,7986.1,,,2019-08-27 16:09,2024-11-14 10:08
1162.01,13419950,PC,20h21m09.44s,305.289344,+41d27m44.52s,41.462366,5.416,1.942,2460544.816,7.3166682,3.255,3210,,1221.82,1647,9.65306,348.481,8730,,,2019-09-03 15:31,2024-11-14 10:08
1163.01,375542276,PC,19h36m22.02s,294.091757,+19d38m21.32s,19.639255,-2.002,-11.779,2459441.801,3.0771612,2.6914319,4703.284435,,2636.865442,1827.644575,9.47751,148.342,9311.3,,,2019-09-03 15:31,2024-05-17 10:08
1164.01,16102323,FP,20h29m20.79s,307.336613,+37d30m30.82s,37.508561,2.318,-4.536,2459822.313,3.2077145,2.708,9640,,,,9.329701,827.868,,,,2019-09-03 15:31,2022-10-03 16:02
1165.01,458478250,KP,15h28m35.19s,232.146641,+66d21m31.36s,66.35871,0.434,-12.217,2460352.823,2.2552845,2.05,20820,14.688,549.715,1348,9.76703,126.261,5787,4.5,0.96,2019-08-27 16:09,2024-04-02 10:08
1166.01,138361973,FP,19h35m03.6s,293.764981,+37d32m18.92s,37.53859,-2.77,-79.214,2460556.103,1.8824539,2.46,1391,8.29008,15173.2,3091,9.7604,153.743,5900.4,4.39,1.13,2019-09-03 15:31,2024-10-08 10:08
1167.01,232967666,FP,13h12m36.57s,198.152378,+71d37m05.3s,71.618139,-61.39,2.78,2458689.116,15.196,1.792,1970,4.96345,,,10.3874,209.618,5807,,1.14,2019-08-27 16:09,2021-10-29 12:59
1168.01,41330864,FP,20h06m50.51s,301.710466,+38d25m51.68s,38.431023,8.657,-3.67,2460363.632,2.1358631,1.559,10325,23.6019,1540.95,1745,10.381,274.162,5969,4.17,1.5,2019-09-03 15:31,2024-04-10 10:08
1169.01,302518439,PC,08h56m28.81s,134.120039,+72d31m59.79s,72.533276,-5.684,7.67,2460323.761,6.7075429,2.125,11920,17.4647,225.822,1079,10.6405,259,6134.3,,1.24,2019-08-27 16:09,2024-05-17 10:08
117.01,322307342,KP,01h00m01.46s,15.006077,-58d54m17.01s,-58.904724,22.522,7.594,2459063.656,3.5862962,3.3710943,5729.324686,16.4747611,1787.595594,1658.39152,11.7806,603.955,5704.8,3.84,2.00441,2018-09-05 18:50,2022-10-17 16:02
1170.01,294176967,FP,20h03m13.23s,300.805115,+52d02m27.03s,52.040842,-5.735,-5.495,2460556.995,1.8296155,2.166,1406,29.3616,32867,3751,10.349,880.107,7875,3.61,3.5,2019-08-27 16:09,2024-12-17 16:02
1171.01,101929303,FP,19h57m05.73s,299.273862,+35d59m18.09s,35.988359,3.425,0.583,2460541.381,11.1876137,3.183,4924,31.8624,838.609,1499,10.3075,482.763,7266,4.06,2.05,2019-09-03 15:31,2024-10-08 10:08
1172.01,1717732429,FP,18h49m53.89s,282.474539,+55d15m59s,55.26639,0.76,-8.188,2460634.946,7.8513949,6.835,22029,,,,10.3018,875.061,,,,2019-08-27 16:09,2025-07-23 16:00
1173.01,232967440,CP,13h10m43.94s,197.683097,+70d46m04.84s,70.768012,57.651,-92.555,2460341.784,7.0643978,2.424,8268,9.39131,104.311,890,10.2938,132.353,5429.6,4.44,0.96,2019-08-27 16:09,2024-03-29 10:08
1174.01,154089169,CP,13h56m52.12s,209.217175,+68d37m05.56s,68.618211,-81.077,45.498,2460355.403,8.9534775,2.696,1136,2.35888,45.5604,723,10.2549,94.6375,5029.5,4.61,0.76,2019-08-27 16:09,2025-04-20 12:03
1175.01,30329585,FP,19h16m57.29s,289.238688,+31d19m24.87s,31.323574,-9.775,-45.409,2459437.549,7.5022708,2.605,1760,5.55812,129.866,940,10.2026,216.517,6229,4.31,1.27,2019-09-03 15:31,2024-05-17 10:08
1176.01,230088370,PC,16h29m25.6s,247.35668,+71d30m21.14s,71.505873,-16.259,5.101,2458695.362,14.0077666,5.8727493,5924.834967,12.4023108,264.4796635,1028.532029,10.1772,295.561,6557.7,4.18,1.57435,2019-08-27 16:09,2025-07-23 10:08
1177.01,169177766,FP,19h49m12.01s,297.30004,+41d19m36.64s,41.326844,1.815,0.92,2460556.672,1.692892,2.886,1418,11.2371,187927,5800,10.1617,602.899,9121.5,4.21,2.1,2019-09-03 15:31,2024-10-10 10:08
1178.01,359496368,FP,18h36m24.25s,279.101036,+55d23m30.41s,55.391781,184.868,-42.647,2460646.784,2.6652007,3.49,819,2.35964,2905.35,2045,10.1358,36.7224,4043.4,4.69,0.56,2019-08-27 16:09,2025-07-23 16:00
1179.01,148914726,APC,12h28m13.42s,187.055897,+67d14m24.15s,67.240043,-6.578,13.823,2460365.037,1.2615323,1.039,2841,8.67407,1437.18,1715,10.1313,86.444,4927.9,4.57,0.78,2019-08-27 12:09,2024-09-04 10:08
118.01,266980320,CP,23h18m14.22s,349.559266,-56d54m14.35s,-56.903986,313.918,-20.177,2460175.749,6.0344667,1.89,1800,4.44029,64.2648,788,9.179,94.1719,5586,4.36763,1.05,2018-09-05 18:51,2023-11-15 16:02
1180.01,158002130,CP,14h18m13.39s,214.555774,+82d11m37.55s,82.193764,84.408,-64.898,2460473.411,9.6867516,2.512,1669,3.00336,41.6645,707,10.112,72.0238,4738.1,4.59,0.73,2019-08-27 16:09,2025-04-20 12:03
1181.01,229510866,CP,19h48m51.8s,297.215817,+64d21m15.66s,64.354351,-5.676,0.188,2460556.242,2.1031647,5.059,7142,16.7087,14140,3037,10.079,302.819,6122,3.93,1.93,2019-08-27 16:09,2024-11-14 10:08
1182.01,341544930,FP,13h26m27.52s,201.614657,+65d18m22.85s,65.306346,-21.314,18.923,2460386.222,7.6416041,2.654,6025,27.538,478.683,1303,10.0049,,6496.7,,2.05,2019-08-27 16:09,2024-05-23 10:08
1183.01,258777137,FP,19h06m59.31s,286.74712,+71d42m44.56s,71.712377,-20.36,17.32,2460654.566,5.9294088,2.933,10226,10.8101,456.893,,9.9478,112.868,5095.6,,1.06,2019-08-27 16:09,2025-07-23 10:08
1184.01,233087860,CP,18h08m49.08s,272.20452,+60d40m43.63s,60.678785,64.887,138.082,2460558.35,5.7484439,1.76,1041,2.35215,75.272,820,9.9469,58.5946,4534,4.61,0.69,2019-08-27 16:09,2025-04-20 12:03
1185.01,83210867,FP,19h49m50.26s,297.459433,+34d49m46.8s,34.829667,19.777,11.228,2460532.183,1.1967018,1.879,824,10.3239,25917.9,3534,9.94025,246.798,5997,4,1.73,2019-09-03 15:31,2024-09-10 10:08
1186.01,289539327,FP,16h46m32.03s,251.633465,+65d42m54.13s,65.715035,-23.07,31.142,2460649.255,11.2464616,7.391,7576,17.6677,365.938,1218,9.92402,294.85,6115.7,3.89,2.01,2019-08-27 16:09,2025-07-23 10:08
1187.01,372757221,PC,10h51m34.36s,162.893176,+81d19m19.83s,81.322174,-2.083,-9.042,2460310.089,2.5941968,0.861,907,4.47229,300.014,1159,9.9002,221.071,6389,4.26,1.4,2019-08-27 16:09,2024-05-17 10:08
1188.01,15247229,FP,20h26m55.4s,306.730853,+38d55m56.17s,38.93227,6.103,2.194,2458687.193,8.5112,3.486,4172.76,,,,9.886581,347.452,8156,4.35,,2019-09-03 15:31,2021-10-29 12:59
1189.01,112026224,PC,19h28m53.57s,292.223229,+24d12m04.28s,24.20119,-20.73,-57.98,2459441.286,3.9687994,1.07,1760,,,,9.8744,,5286.9,,,2019-09-03 15:31,2022-02-16 10:10
119.01,278683844,PC,06h36m57.22s,99.238421,-58d00m58.15s,-58.016153,51.497,-205.6,2460189.428,5.5411114,2.467,633,2.04482,258.843,1117,9.2789,66.6187,5332,4.56429,0.82,2019-05-07 17:42,2023-10-16 16:02
